rno,level,lose,name,point,profileIconId,tier,win,summonerName
1114,254,279,NULL,354,4027,MASTER,308,엽북이
1115,251,196,NULL,354,745,MASTER,226,Rucly
1116,141,892,NULL,353,4276,MASTER,896,wo4chicken
1117,348,525,NULL,353,4561,MASTER,550,돈까스틱
1118,106,396,NULL,353,4357,MASTER,448,역시폭군
1119,143,250,NULL,353,4784,MASTER,295,sekaichihemesama
1120,64,134,NULL,353,4589,MASTER,248,ILoveADCarry
1121,47,64,NULL,353,3378,MASTER,138,암어바내나
1122,260,1071,NULL,352,4568,MASTER,1128,Rahel
1123,486,562,NULL,352,3861,MASTER,585,열심히공부하다11
1124,226,244,NULL,352,4763,MASTER,290,데스농사
1125,338,1257,NULL,351,1438,MASTER,1290,baonewjourney
1126,248,708,NULL,351,4025,MASTER,743,되다Tarzan
1127,188,513,NULL,351,4816,MASTER,553,진나조아
1128,197,980,NULL,350,4781,MASTER,1021,chuyibaby
1129,182,636,NULL,350,4557,MASTER,677,페르장미
1130,121,446,NULL,350,3592,MASTER,473,중양절9
1131,320,381,NULL,350,4834,MASTER,440,sdcwmg
1132,172,406,NULL,350,4642,MASTER,430,가루눈OwO
1133,71,237,NULL,350,4835,MASTER,317,신을뛰어넘기위해
1134,79,280,NULL,349,4576,MASTER,362,saladchanF
1135,218,459,NULL,348,7,MASTER,529,햄터뱃살
1136,247,390,NULL,348,23,MASTER,424,민성Park
1137,77,336,NULL,347,17,MASTER,443,q2935336174
1138,641,2125,NULL,346,4834,MASTER,2138,03Uzi
1139,280,532,NULL,346,4027,MASTER,559,fadfalskd
1140,196,1235,NULL,345,7,MASTER,1277,langmanbusi
1141,419,1077,NULL,345,4545,MASTER,1096,NoobTop
1142,154,628,NULL,345,4763,MASTER,660,EugeneKorea
1143,75,272,NULL,345,4449,MASTER,368,Broed7
1144,66,104,NULL,345,4690,MASTER,188,팀귀여우면누누함
1145,305,528,NULL,344,4661,MASTER,546,현실와꾸강동원
1146,86,335,NULL,344,4301,MASTER,446,10원에박스팜
1147,469,871,NULL,343,4568,MASTER,882,TESQQ740565123
1148,132,738,NULL,343,2076,MASTER,828,yuanaiwuyou
1149,615,486,NULL,343,4786,MASTER,492,쩡민kim
1150,146,864,NULL,342,23,MASTER,895,qmn1
1151,100,261,NULL,342,4832,MASTER,359,TBPBelief
1152,62,134,NULL,342,4816,MASTER,258,부시피그
1153,50,76,NULL,342,4707,MASTER,147,DWGBariL
1154,44,64,NULL,342,22,MASTER,131,NorthMaples10
1155,103,487,NULL,341,4363,MASTER,578,bilibili485908
1156,173,332,NULL,340,3,MASTER,369,GimGoon
1157,43,38,NULL,340,4834,MASTER,107,Aphaela
1158,165,702,NULL,339,7,MASTER,736,Ehri
1159,195,276,NULL,339,4270,MASTER,310,supforeverGod
1160,51,55,NULL,339,17,MASTER,110,unhoin
1161,137,825,NULL,338,4674,MASTER,863,FABruce
1162,349,784,NULL,338,4498,MASTER,804,shashouxiaowu
1163,530,636,NULL,338,4568,MASTER,648,물개르세르끼
1164,82,341,NULL,338,29,MASTER,363,zzzzzzzzzzd
1165,52,91,NULL,338,28,MASTER,171,congjiangliaojiu
1166,351,231,NULL,337,1445,MASTER,260,그땐그저좋았다
1167,204,1281,NULL,336,4536,MASTER,1308,비바람이
1168,188,853,NULL,336,7,MASTER,904,mbnyibag
1169,287,400,NULL,336,4647,MASTER,430,RationaIMan
1170,166,910,NULL,335,4794,MASTER,948,Suicunee
1171,110,583,NULL,334,4498,MASTER,670,xiaxue1
1172,114,642,NULL,334,3838,MASTER,668,xiemeng
1173,213,288,NULL,334,4491,MASTER,252,Riris2
1174,48,45,NULL,334,3543,MASTER,85,babyrui
1175,537,1802,NULL,333,7,MASTER,1808,Heize2easy
1176,233,463,NULL,333,7,MASTER,489,CreativeSelf
1177,242,136,NULL,333,4781,MASTER,174,현욱냥이
1178,133,546,NULL,332,738,MASTER,607,므라기
1179,156,486,NULL,332,23,MASTER,522,또깡98
1180,283,151,NULL,332,3867,MASTER,183,인생이너무지쳐요
1181,171,736,NULL,331,23,MASTER,786,crying1
1182,308,531,NULL,331,3160,MASTER,564,택현쓰
1183,125,427,NULL,331,4535,MASTER,454,shenghuobuyi
1184,208,381,NULL,331,23,MASTER,403,풍뎅이일병
1185,70,273,NULL,331,4764,MASTER,369,deviItrigger
1186,223,779,NULL,330,1597,MASTER,817,새벽습관
1187,89,258,NULL,330,29,MASTER,337,전장의관우
1188,118,211,NULL,330,4200,MASTER,236,똥깨방개왕방개
1189,98,132,NULL,330,585,MASTER,162,혀늬요정
1190,142,604,NULL,329,4568,MASTER,655,BBKING
1191,134,495,NULL,329,4759,MASTER,542,Suzaku
1192,641,2126,NULL,328,4834,MASTER,2138,03Uzi
1193,331,561,NULL,328,3351,MASTER,597,공포1
1194,137,449,NULL,328,4652,MASTER,482,bufucisheng
1195,93,432,NULL,328,2073,MASTER,465,yanchaxp
1196,186,718,NULL,327,6,MASTER,745,아리스마나
1197,172,334,NULL,327,4637,MASTER,360,Gechangyewan
1198,49,74,NULL,327,4242,MASTER,147,ganshane
1199,71,291,NULL,326,4637,MASTER,324,MitakeRanOuO
1200,299,763,NULL,325,4834,MASTER,799,AFNaKyung
1201,278,591,NULL,325,4568,MASTER,615,dingji
1202,408,460,NULL,325,3180,MASTER,485,느긋한북극곰
1203,270,367,NULL,325,4022,MASTER,392,스푸닝최선영
1204,74,278,NULL,325,23,MASTER,360,Thelittletiger
1205,188,767,NULL,324,4832,MASTER,789,졸리다람쥐
1206,214,125,NULL,324,4099,MASTER,164,HoooTt
1207,195,222,NULL,323,4832,MASTER,255,찬우펭귄
1208,324,228,NULL,323,4548,MASTER,255,유징쓰
1209,218,593,NULL,322,4707,MASTER,585,화려한솔로킬
1210,86,320,NULL,322,1160,MASTER,395,300000000000
1211,151,804,NULL,321,4096,MASTER,907,ShadowHH
1212,405,579,NULL,321,4496,MASTER,605,찬세이
1213,99,439,NULL,321,2076,MASTER,514,Y민
1214,158,345,NULL,321,4837,MASTER,390,디오리지널딤채
1215,312,137,NULL,321,4490,MASTER,258,뇌섹롤
1216,205,139,NULL,321,4022,MASTER,197,Kersha
1217,224,1020,NULL,320,4832,MASTER,1018,haimianbaobao
1218,377,728,NULL,320,4568,MASTER,741,Viodd
1219,60,112,NULL,320,4568,MASTER,183,SksWkfGoTDJ
1220,369,1248,NULL,319,6,MASTER,1252,제임스맨1
1221,164,973,NULL,319,4764,MASTER,1051,실험체11
1222,236,655,NULL,319,4363,MASTER,650,tfiws
1223,218,343,NULL,318,4652,MASTER,375,불신과배신
1224,340,1354,NULL,317,4816,MASTER,1408,GenGlisto
1225,136,793,NULL,317,3789,MASTER,818,Youshang
1226,88,330,NULL,317,4783,MASTER,414,yaonuli
1227,180,290,NULL,317,4787,MASTER,319,내가전부미안하다
1228,127,474,NULL,316,4368,MASTER,516,망밍맹먕몽
1229,174,197,NULL,316,4512,MASTER,232,프라티콥
1230,44,65,NULL,316,1114,MASTER,132,gtqeti339
1231,393,1027,NULL,315,3180,MASTER,1040,안동푸른번개준현
1232,122,684,NULL,315,4629,MASTER,700,fabaju
1233,271,616,NULL,315,982,MASTER,592,LuoYaXuan
1234,78,150,NULL,315,4560,MASTER,247,벙커
1235,281,601,NULL,314,4534,MASTER,598,히키슝슈
1236,274,535,NULL,314,3788,MASTER,580,tianheihei
1237,158,223,NULL,314,4832,MASTER,318,장수열
1238,110,224,NULL,314,4,MASTER,271,soszy
1239,287,1148,NULL,313,4655,MASTER,1171,전함억
1240,115,672,NULL,313,4549,MASTER,737,haoye
1241,263,603,NULL,313,4654,MASTER,652,Maomimiao
1242,125,654,NULL,312,7,MASTER,740,CalmAD
1243,99,253,NULL,312,983,MASTER,408,헤네시s
1244,85,233,NULL,312,4657,MASTER,330,Lehendsdefensi
1245,161,224,NULL,312,4498,MASTER,267,STEAKWARWICK
1246,115,92,NULL,312,4832,MASTER,139,KZKhan
1247,144,871,NULL,311,4778,MASTER,875,quanshiwunai
1248,1,762,NULL,311,29,MASTER,836,Qin9tian
1249,86,161,NULL,311,683,MASTER,209,뿌슈
1250,216,520,NULL,310,3,MASTER,531,weilin
1251,164,244,NULL,310,588,MASTER,302,트와이스임나연
1252,68,205,NULL,310,4764,MASTER,290,sdfbhjklsdfhbklj
1253,54,128,NULL,310,4761,MASTER,210,정글교과서김동환
1254,48,84,NULL,310,23,MASTER,161,겜하면서감정놉
1255,276,1095,NULL,309,4794,MASTER,1113,좋은시간보내
1256,192,704,NULL,309,3150,MASTER,718,Kawayi
1257,262,382,NULL,309,3367,MASTER,416,PurestDear
1258,158,385,NULL,309,4777,MASTER,402,vt77
1259,88,208,NULL,309,23,MASTER,234,StarSpring
1260,306,699,NULL,308,532,MASTER,721,나현규
1261,387,692,NULL,308,3376,MASTER,714,젠장망했다
1262,199,242,NULL,308,4691,MASTER,284,EungNam
1263,228,815,NULL,307,21,MASTER,847,srysrycanwin
1264,85,283,NULL,307,29,MASTER,397,초태식
1265,167,257,NULL,307,4637,MASTER,286,ChoGod
1266,227,603,NULL,306,1115,MASTER,642,아무무1
1267,173,334,NULL,306,4815,MASTER,371,달빛여왕럭스
1268,195,183,NULL,306,3506,MASTER,236,아령히계세염
1269,73,160,NULL,306,4096,MASTER,189,Sw1ee
1270,110,511,NULL,305,4574,MASTER,549,zlszz
1271,48,82,NULL,305,16,MASTER,168,GenG마이클
1272,185,632,NULL,304,23,MASTER,645,H0R0
1273,165,241,NULL,304,783,MASTER,277,guchui
1274,106,114,NULL,304,4786,MASTER,154,L1aura
1275,84,293,NULL,303,4759,MASTER,368,오희태식이
1276,163,315,NULL,303,1594,MASTER,349,원딜이죽지않아
1277,76,159,NULL,303,4786,MASTER,243,Orcosiz
1278,344,1544,NULL,302,1149,MASTER,1551,FAAlielie
1279,185,1104,NULL,302,1457,MASTER,1203,KeepcalmandC
1280,107,517,NULL,302,4560,MASTER,594,qiguoshaoyou
1281,64,144,NULL,302,4490,MASTER,195,이Vl
1282,528,1128,NULL,301,3378,MASTER,1155,툴틀대는베리타스
1283,80,154,NULL,301,19,MASTER,184,aimiailun
1284,238,739,NULL,300,3839,MASTER,769,Sympony
1285,122,638,NULL,300,4559,MASTER,735,xiaohaoQAQ
1286,100,348,NULL,300,4658,MASTER,406,0S20
1287,62,97,NULL,300,1385,MASTER,180,woxiangjingjing
1288,84,113,NULL,300,4368,MASTER,135,의주
1289,376,1388,NULL,299,4030,MASTER,1401,edal
1290,401,792,NULL,299,26,MASTER,810,TheSlimShadyLP
1291,97,471,NULL,299,23,MASTER,563,Ruizz
1292,96,422,NULL,299,4764,MASTER,513,J0unte
1293,73,291,NULL,299,7,MASTER,362,ZeTianGangJi
1294,68,186,NULL,299,2074,MASTER,281,Onlyrenek
1295,171,200,NULL,299,3167,MASTER,241,멘탈이육체를지배
1296,221,1329,NULL,297,4655,MASTER,1344,zibitop
1297,357,1139,NULL,297,3810,MASTER,1168,zxcv8124
1298,293,514,NULL,297,3018,MASTER,554,owowowowowowow
1299,90,163,NULL,297,4535,MASTER,201,RingFitAdventure
1300,195,528,NULL,296,4816,MASTER,553,에스유피
1301,92,450,NULL,296,4832,MASTER,473,littlewhite
1302,98,283,NULL,296,4270,MASTER,329,위기따위기회로
1303,534,1180,NULL,295,4492,MASTER,1221,GenGToongE
1304,187,626,NULL,295,980,MASTER,654,내꿈잘먹고잘자기
1305,371,497,NULL,294,664,MASTER,535,콩알탄콩콩
1306,94,443,NULL,294,29,MASTER,526,연세영
1307,172,258,NULL,294,3587,MASTER,292,aldosl
1308,125,121,NULL,294,4490,MASTER,150,Rascal
1309,109,577,NULL,292,23,MASTER,628,sntop
1310,159,192,NULL,292,3478,MASTER,280,불멸의무빙
1311,310,913,NULL,291,1109,MASTER,933,AlwaysModesty
1312,137,859,NULL,291,4653,MASTER,885,또보미소마
1313,234,749,NULL,291,4073,MASTER,780,징징대는바텀
1314,81,323,NULL,291,29,MASTER,371,모두건강하게
1315,50,86,NULL,291,7,MASTER,151,sharkzzz
1316,257,819,NULL,290,4691,MASTER,831,발냄새심한사람
1317,477,195,NULL,290,552,MASTER,217,FADracxar
1318,72,260,NULL,286,4629,MASTER,343,qqkokozer2
1319,121,159,NULL,286,4353,MASTER,187,내큐를바드삼
1320,220,1281,NULL,285,3795,MASTER,1327,cl666
1321,308,253,NULL,285,588,MASTER,281,wellplayed66
1322,221,703,NULL,284,3158,MASTER,834,HadalyLee
1323,58,145,NULL,284,4568,MASTER,221,구몽일장
1324,186,1296,NULL,283,4781,MASTER,1435,ManTianXingDou
1325,269,841,NULL,283,23,MASTER,873,도천지
1326,148,527,NULL,283,4786,MASTER,567,lifeisamoive
1327,102,214,NULL,283,4787,MASTER,313,정주헌10자슥
1328,205,721,NULL,282,4786,MASTER,757,종학잇
1329,147,593,NULL,282,1628,MASTER,622,wananwoaini
1330,199,1008,NULL,281,3155,MASTER,1023,HUYATVGaram
1331,99,145,NULL,281,4419,MASTER,232,전지적바드
1332,610,196,NULL,281,4815,MASTER,222,제드칼픽
1333,328,74,NULL,281,3225,MASTER,104,Chovyzz6
1334,444,597,NULL,280,4156,MASTER,572,ASPCrush
1335,100,175,NULL,280,25,MASTER,206,아추워추어탕
1336,314,1008,NULL,279,1134,MASTER,1040,감당못하는강함
1337,226,267,NULL,279,4568,MASTER,296,내안의흑렴용
1338,355,1205,NULL,278,4568,MASTER,1233,19살의패기
1339,591,1157,NULL,278,935,MASTER,1195,HUYATVMisu
1340,72,250,NULL,278,4026,MASTER,340,cutesen
1341,249,997,NULL,277,3375,MASTER,1016,J도키
1342,321,784,NULL,277,4832,MASTER,808,ColorDQ
1343,68,205,NULL,277,4832,MASTER,288,ALanlanlan
1344,42,45,NULL,276,4655,MASTER,107,xiaocai
1345,145,759,NULL,275,17,MASTER,873,Padarg
1346,109,384,NULL,275,4379,MASTER,439,통행자
1347,48,87,NULL,274,4661,MASTER,166,xiaozhaomuQAQ응
1348,151,939,NULL,273,4,MASTER,1079,타워대신미소녀
1349,125,701,NULL,273,4026,MASTER,736,Youyinger
1350,332,605,NULL,273,3900,MASTER,628,WecanwinTnT
1351,391,1833,NULL,272,4835,MASTER,1784,GenGnyx
1352,290,676,NULL,272,23,MASTER,694,버스메이커
1353,359,310,NULL,272,4815,MASTER,376,Sama
1354,85,291,NULL,272,4652,MASTER,366,keaiyaya
1355,103,137,NULL,272,505,MASTER,262,canwingogame
1356,96,206,NULL,272,24,MASTER,235,섶라
1357,258,1680,NULL,271,4653,MASTER,1745,Runna03
1358,123,607,NULL,271,4779,MASTER,656,zhendelan
1359,92,384,NULL,271,4691,MASTER,468,Ddddddddddddd0
1360,76,295,NULL,270,4018,MASTER,384,huizaijianma
1361,277,234,NULL,270,7,MASTER,258,송완고
1362,62,108,NULL,270,3545,MASTER,199,흥카림
1363,193,1322,NULL,269,4568,MASTER,1335,hulabibo
1364,459,1179,NULL,269,4490,MASTER,1186,Gragaz
1365,329,1062,NULL,269,4759,MASTER,1085,시즌11파이팅
1366,84,311,NULL,269,4783,MASTER,392,상군이달린다
1367,488,1165,NULL,268,4804,MASTER,1157,깡통공주
1368,148,651,NULL,268,4495,MASTER,689,pasts
1369,432,484,NULL,268,977,MASTER,496,인생목표한남더힐
1370,267,371,NULL,268,4030,MASTER,404,상체이겨라화이팅
1371,425,1239,NULL,267,5,MASTER,1223,개인팟
1372,391,812,NULL,267,1227,MASTER,830,Cube12
1373,367,698,NULL,266,4414,MASTER,715,충대20응생김연욱
1374,64,92,NULL,266,4660,MASTER,165,RangJun1
1375,79,306,NULL,265,4780,MASTER,384,Shuiyuanqianhe
1376,57,132,NULL,265,4763,MASTER,210,Samdoryu
1377,160,1005,NULL,264,16,MASTER,1103,HUYATVBalIong
1378,109,488,NULL,264,23,MASTER,582,nunu01
1379,157,424,NULL,264,4834,MASTER,487,컬러리스
1380,94,354,NULL,264,4795,MASTER,444,유예비
1381,75,227,NULL,264,4096,MASTER,296,LeminoAtione
1382,312,1142,NULL,263,13,MASTER,1157,t악마
1383,200,988,NULL,263,1134,MASTER,1002,BigFour44
1384,139,415,NULL,263,4658,MASTER,438,봄사과체리망고
1385,339,262,NULL,263,1160,MASTER,293,분신컨트롤
1386,291,800,NULL,262,4786,MASTER,817,MsHg
1387,379,495,NULL,262,4492,MASTER,509,Rumorhasit
1388,259,188,NULL,261,4779,MASTER,216,룬곰
1389,237,750,NULL,260,20,MASTER,763,해캄
1390,595,497,NULL,260,4782,MASTER,516,SetitOff
1391,115,427,NULL,260,2077,MASTER,471,비웃음소리
1392,301,33,NULL,260,4832,MASTER,105,모두항복하길
1393,282,547,NULL,259,4803,MASTER,568,PMD91
1394,61,87,NULL,259,4832,MASTER,132,특이서폿잘함
1395,325,377,NULL,258,3180,MASTER,396,Kamabunta
1396,109,239,NULL,258,3795,MASTER,269,키레이나
1397,142,688,NULL,257,4020,MASTER,707,감정없이
1398,84,330,NULL,257,4758,MASTER,421,cutesy
1399,147,230,NULL,257,3776,MASTER,267,OZMaHa
1400,168,231,NULL,257,22,MASTER,261,llliilililiiill
1401,272,261,NULL,256,28,MASTER,297,불타는곰인형
1402,157,185,NULL,256,4815,MASTER,212,WeiBoXie
1403,273,883,NULL,255,4655,MASTER,919,너무아쉬워요
1404,211,282,NULL,255,1114,MASTER,317,새우튀김에우동
1405,44,45,NULL,255,3546,MASTER,96,민글러
1406,362,732,NULL,254,4764,MASTER,713,FPXzhaoSUP450630
1407,239,483,NULL,254,0,MASTER,525,쿠샬디오라
1408,188,332,NULL,254,4072,MASTER,349,MeoowCat
1409,59,136,NULL,254,4779,MASTER,215,CakeQ2901286847
1410,153,926,NULL,253,2074,MASTER,929,Elaina1
1411,69,200,NULL,253,4765,MASTER,297,Yingshen
1412,55,82,NULL,253,1295,MASTER,149,민철이의모험
1413,152,893,NULL,252,4658,MASTER,1002,shilijia
1414,138,822,NULL,252,4832,MASTER,909,haoleihaolei
1415,428,699,NULL,252,4473,MASTER,704,Azhy
1416,261,1202,NULL,251,4781,MASTER,1234,그딴거난몰러유
1417,103,466,NULL,251,4491,MASTER,571,Lv1저능아
1418,114,402,NULL,250,4655,MASTER,466,nihenkeai
1419,169,267,NULL,250,4414,MASTER,310,SKTT1WARID
1420,50,91,NULL,250,16,MASTER,173,Kuroneri
1421,266,558,NULL,249,3791,MASTER,593,펭귄꼬리치기
1422,155,303,NULL,249,4568,MASTER,348,군밤광
1423,76,253,NULL,248,932,MASTER,328,GenGWinner
1424,179,254,NULL,248,2074,MASTER,284,이즈조이
1425,199,142,NULL,248,6,MASTER,179,T1BBalrae
1426,514,349,NULL,247,1642,MASTER,413,Xerath
1427,92,326,NULL,247,4302,MASTER,408,JIIIMP3Player
1428,66,153,NULL,247,6,MASTER,200,푸라닭홍보대사
1429,80,351,NULL,246,22,MASTER,403,taizhenshile
1430,187,373,NULL,246,4832,MASTER,403,감찾는중
1431,102,219,NULL,246,21,MASTER,262,Crawlforward
1432,210,1370,NULL,245,6,MASTER,1440,Xiaxiaoxue
1433,154,959,NULL,243,4629,MASTER,984,오하헤이헤
1434,150,772,NULL,243,4071,MASTER,860,03Kanavi
1435,293,671,NULL,243,4832,MASTER,704,wawawv
1436,445,593,NULL,243,4815,MASTER,657,양천정글러박수성
1437,155,956,NULL,241,4778,MASTER,1025,kszdbhy
1438,293,278,NULL,241,4797,MASTER,305,DLdisciple
1439,231,884,NULL,240,4832,MASTER,889,IGz1749193239
1440,328,802,NULL,240,775,MASTER,826,킬러톱
1441,164,646,NULL,240,4691,MASTER,664,Aqua19
1442,95,306,NULL,240,4832,MASTER,369,게임은새벽
1443,169,281,NULL,240,3791,MASTER,301,xihuandaye
1444,164,176,NULL,240,3592,MASTER,232,crOss류동연
1445,169,1079,NULL,239,4411,MASTER,1188,mutesb
1446,167,446,NULL,239,4216,MASTER,462,와르가르
1447,53,106,NULL,239,0,MASTER,188,qweasdqweasdqw
1448,90,70,NULL,239,4571,MASTER,101,아이소번
1449,140,670,NULL,238,4786,MASTER,670,오늘하루나리맑음
1450,72,156,NULL,238,28,MASTER,206,kill1er
1451,80,117,NULL,238,6,MASTER,149,죽기장인
1452,40,24,NULL,238,3545,MASTER,58,빙결의유혹
1453,590,1510,NULL,237,4831,MASTER,1535,dianleGG
1454,110,485,NULL,237,4759,MASTER,563,OHwiN
1455,196,202,NULL,237,3898,MASTER,228,capturial
1456,186,1203,NULL,236,4659,MASTER,1270,아리잔소나
1457,271,727,NULL,236,3460,MASTER,717,DRXOneZang
1458,333,668,NULL,236,6,MASTER,699,교촌도미노
1459,122,438,NULL,236,4781,MASTER,469,HUYATVKISO
1460,69,188,NULL,236,4759,MASTER,281,늦었지만더열심히
1461,143,648,NULL,235,4660,MASTER,742,전홍석천
1462,92,421,NULL,235,7,MASTER,493,qimiaonenglige
